id,code,label_en,label_he,description_en,description_he,longText_en,longText_he,x,y,z,xbot-x,xbot-y,xbot-z,corpo-x,corpo-y,corpo-z,sensitivity,imageURL,documentUrl_en,documentUrl_he,status
tEqepq4NrXDkNgteakAj,ST34,Liangqiu,,Xi-Cleft point of the Stomach. Treats acute knee pain and gastric pain.,נקודת הצטברות (Xi-Cleft) של הקיבה. מטפלת בכאבי ברכיים אקוטיים ובכאב קיבה.,,,,,,-0.13030046038284507,0.5909861885146488,0.01417494548097907,-12.467798006864488,-38.98000000000054,2.3000000000000003,,,,,active
tRct8GtJJgoEeOTkMh4f,LI12,Zhouliao,,Expels wind and treats pain in the shoulder and arm.,מסלקת רוח ומטפלת בכאב בכתף ובזרוע.,,,,,,0.2960382844681396,1.2395444632905213,-0.10467652047492164,26.632201993135595,20.49999999999968,-8.599999999999987,,,,,active
ueUAz6QlIWHoHxLaJyWW,ST33,Yinshi,,Treats local knee pain and leg weakness.,מטפלת בכאבי ברכיים מקומיים וחולשת רגליים.,,,,,,-0.13030046038284507,0.6204264598982209,0.020717228010661684,-12.467798006864488,-36.2800000000005,2.900000000000001,,,,,active
uqy34E3CSvcI6vENNLgA,ST3,Juliao,,Reduces facial swelling and relieves sinus congestion.,מפחיתה נפיחות בפנים ומשחררת גודש בסינוסים.,,,,,,-0.0256239399079235,1.7105888054276759,0.03053065180518562,-2.8677980068645166,63.700000000000294,3.8000000000000007,,,,,active
vEfIHSwV1E4qTdh695yv,LI2,Erjian,,"Ying-Spring point. Treats ear problems, scapula pain, and local hand issues.","נקודת מעיין (Ying-Spring). מטפלת בבעיות אוזניים, כאבי שכמות ובעיות ידיים מקומיות.",,,,,,0.3254785558517118,0.8557305548824744,0.01962684758904791,29.332201993135634,-14.700000000000307,2.8000000000000007,,,,,active
vMeBGoeElwc43f0zZ5GC,LI4,Hegu,,"Yuan-Source point. Treats nasal obstruction, jaundice, and local wrist issues.","כאבי ראש, חום, עיניים אדומות, אלרגיות, שיתוק פנים, השפעת כאבים.",,"אופי: נקודת מקור / נקודה ראשת-שליטת על הפנים והפה.
פעולה:
מפזרת רוח קרה וחמה.
 מפעילה את תפקוד הפיזור של הריאות, מפיצה Qi ומחזקת את הריאות.
 מסדירה Qi של המעיים, ומפזרת חום של המעיים.
 מעוררת את המחזור ועוזרת לעורר צירי לידה.
 מניעה את מרידיאני הפנים, פותחת ומנקה חום מהפתחים-עין, אף, אוזן.
 מרגיעה את הנפש ומשככת כאבים.
היבטים מערביים: כאבי ראש, חום, עיניים אדומות, אלרגיות, שיתוק פנים, השפעת כאבים.",0.42,0.82,0.08,0.3276593166949394,0.9015265325902525,-0.006542282529682572,29.532201993135637,-10.500000000000322,0.39999999999999936,High,https://drive.google.com/file/d/1WdzaB_LUVXKl00yHzVLB6AE44mSxydyC/view?usp=drive_link,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FLI4%2F1772356618018_English%20point%20document.pdf?alt=media&token=c8ca173a-56ad-4707-a6cf-d804857103d4,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FvMeBGoeElwc43f0zZ5GC%2F1774642585269_LI%204.pdf?alt=media&token=d75dea99-d27d-46d8-95d4-7536a7d9c075,active
w4mueRGU4Ge8pFgauHf4,LU2,Yunmen,,"Indicated for chest pain, palpitations, and local arm pain.","מיועדת לכאבי חזה, דפיקות לב וכאב מקומי בזרוע.",,,,,,-0.1172158953234799,1.5459413617639945,-0.047976738551005815,-11.26779800686449,48.60000000000008,-3.4000000000000026,,,,,active
w7KaqwegmDCqakrgPl6g,ST2,Sibai,,Eliminates wind and clears vision. Used for facial paralysis.,מסלקת רוח ומנקה את הראייה. משמשת לשיתוק פנים.,,,,,,-0.0267143203295373,1.7356675551247915,0.023988369275502977,-2.9677980068645167,66.00000000000018,3.2,,,,,active
xXLjHmystiqfObdTmOvf,SP6,Sanyinjiao,,Three Yin Intersection: Hormonal balance. Inner ankle.,"מניעה דם, מסדירה עיכול, מרגיעה נפש, איזון הורמונלי ,הרגעה נפשית ושיפור שינה",,"נקודה SP6 נחשבת לאחת הנקודות החזקות והמרכזיות ביותר ברפואה הסינית, בשל היותה נקודת מפגש של שלושת מרידיאני ה־Yin ברגל (טחול, כבד, כליות).

היעילות שלה מתבטאת ביכולת רחבה מאוד:

ויסות מערכת העיכול והמטבוליזם
איזון הורמונלי וטיפול במצבים גינקולוגיים
חיזוק דם ו־Yin
הרגעה נפשית ושיפור שינה
הפחתת לחות, בצקות ודלקות
שיפור זרימת דם ו־Qi

נחשבת לנקודה רב־מערכתית, עמוקה, ומשמשת הן למצבים כרוניים והן למצבים פונקציונליים מורכבים.",0.05,0.18,0.02,0.05,0.18,0.02,0,0,0,Medium,https://drive.google.com/file/d/1lErqC81X2C9XZ6ji1jM5codtBs2CE9Px/view?usp=drive_link,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FxXLjHmystiqfObdTmOvf%2F1774544542323_SP%206%20.pdf?alt=media&token=2b28299e-6e27-4aa7-92e2-39fd50e2a3d3,active
xmaOHWu4M8ayISSe48oa,CV24,Chengjiang,,"Used for facial paralysis (Bell's palsy), dental pain, and dry mouth.","משמשת לשיתוק פנים (Bell's palsy), כאבי שיניים ויובש בפה.",,,,,,0.005864044174679839,1.6702447298279635,0.043615216864550846,0.02,60,5,,,,,active
